Section,Product Name,Chemical Name / Description,CAS Number,Grade / Traceability,Product Code,Pack Size,HSN Code,GST %,Other / Notes
Fine & Research Chemicals,Celite (Diatomaceous Earth),,61790-53-2,LR,93058,500 G,25120000,18,
Fine & Research Chemicals,Celite (Diatomaceous Earth),,61790-53-2,LR,93058,1 KG,25120000,18,
Fine & Research Chemicals,Cellulose acetate butyrate,,9004-36-8,Synthesis,93350,1 KG,39121110,18,
Fine & Research Chemicals,Cellulose microcrystalline,,9004-34-6,LR,93585,500 G,39129090,18,
Fine & Research Chemicals,Ceric(IV) sulphate,,13590-82-4,AR,91535,25 G,28461090,18,
Fine & Research Chemicals,Cerium(III) nitrate hexahydrate,,10294-41-4,AR,91534,500 G,28461010,18,
Fine & Research Chemicals,Cesium bromide,,7787-69-1,AR,90274,10 G,28273990,18,
Fine & Research Chemicals,Cesium bromide,,7787-69-1,AR,90274,50 G,28273990,18,
Fine & Research Chemicals,Cesium carbonate,,534-17-8,LR,90359,100 G,28369920,18,
Fine & Research Chemicals,Cesium chloride,,7647-17-8,AR,90279,25 G,28273985,18,
Fine & Research Chemicals,Cesium chloride,,7647-17-8,AR,90279,100 G,28273985,18,
Fine & Research Chemicals,Cesium chloride,,7647-17-8,LR,90360,25 G,28273985,18,
Fine & Research Chemicals,Cesium chloride,,7647-17-8,LR,90360,100 G,28273985,18,
Fine & Research Chemicals,"Cesium iodide, 99%",,7789-17-5,Synthesis,92387,10 G,28276090,18,
Fine & Research Chemicals,"Cesium iodide, 99%",,7789-17-5,Synthesis,92387,50 G,28276090,18,
Fine & Research Chemicals,Cetrimide,,8044-71-1,AR,90361,500 G,29239000,18,
Fine & Research Chemicals,"Cetylethyldimethylammonium bromide, 98%",,124-03-8,Synthesis,92335,25 G,38220090,18,
Fine & Research Chemicals,"Cetylethyldimethylammonium bromide, 98%",,124-03-8,Synthesis,92335,100 G,38220090,18,
Fine & Research Chemicals,Cetyltrimethyl ammonium chloride,,112-02-7,LR,93621,500 G,29239000,12,
Fine & Research Chemicals,"Cetyltrimethylammonium bromide, 98%",,57-09-0,AR,90138,500 G,29239000,18,
Fine & Research Chemicals,"Cetyltrimethylammonium bromide, 98%",,57-09-0,LR,90362,500 G,29239000,18,
Fine & Research Chemicals,"Cetyltrimethylammonium bromide, 99% Cetyltrimethylammonium",,57-09-0,MolBio,92630,100 G,29239000,18,
Fine & Research Chemicals,"p-toluenesulphonate, 98%",,138-32-9,Synthesis,92336,25 G,29239000,18,
Fine & Research Chemicals,CGS solution,,,Solution,91761,5 L,38220090,18,
Fine & Research Chemicals,Charcoal activated,,7440-44-0,AR,91564,500 G,38021000,18,
Fine & Research Chemicals,Charcoal activated,,7440-44-0,LR,90363,500 G,38021000,18,
Fine & Research Chemicals,Charcoal activated,,7440-44-0,LR,90363,5 KG,38021000,18,
Fine & Research Chemicals,Chitosan,,9012-76-4,Synthesis,92481,500 G,35079090,18,
Fine & Research Chemicals,Chloramine trihydrate,,7080-50-4,Synthesis,93566,25 G,28350090,18,
Fine & Research Chemicals,Chlorhexidine di-gluconate solution 20%,,18472-51-0,LR,92912,5 KG,30049069,18,
Fine & Research Chemicals,"3-chloro-2-fluorotoluene 2-Chloro-2-methylpropane, 98%",,85089-31-2,Synthesis,92883,25 G,29335990,18,
Fine & Research Chemicals,(tert-Butyl chloride),,507-20-0,Synthesis,91985,500 ML,29031900,18,
Fine & Research Chemicals,4-Chloro-3-methylphenol,,59-50-7,LR,93338,500 G,29081900,18,
Fine & Research Chemicals,"4-Chloroacetanilide, 97%",,539-03-7,Synthesis,92491,25 G,29242970,18,
Fine & Research Chemicals,"4-Chloroacetanilide, 97%",,539-03-7,Synthesis,92491,100 G,29242970,18,
Fine & Research Chemicals,"4-Chloroacetanilide, 97%",,539-03-7,Synthesis,92491,500 G,29242970,18,
Fine & Research Chemicals,"Chloroacetyl chloride, 98%",,79-04-9,Synthesis,92006,500 ML,29159070,18,
Fine & Research Chemicals,"4-Chloroaniline, 98%",,106-47-8,LR,93106,500 ML,29215990,18,
Fine & Research Chemicals,2-Chlorobenzaldehyde,,89-98-5,LR,93141,500 ML,29130090,18,
Fine & Research Chemicals,"Chlorobenzene, 99%",,108-90-7,GC,99005,250 ML,29039110,18,
Fine & Research Chemicals,"Chlorobenzene, 99%",,108-90-7,GC,99005,1 L,29039110,18,
Fine & Research Chemicals,"Chlorobenzene, 99%",,108-90-7,AR,90139,500 ML,29039110,18,
Fine & Research Chemicals,"Chlorobenzene, 99%",,108-90-7,AR,90139,2.5 L,29039110,18,
Fine & Research Chemicals,"Chlorobenzene, 99%",,108-90-7,LR,90365,500 ML,29039110,18,
Fine & Research Chemicals,"Chlorobenzene, 99%",,108-90-7,LR,90365,2.5 L,29039110,18,
Fine & Research Chemicals,4-Chlorobenzyl cyanide,,140-53-4,GC,99125,250 ML,29215990,18,
Fine & Research Chemicals,2-Chlorobenzyl cyanide,,2856-63-5,Synthesis,91937,100 G,29039990,18,
Fine & Research Chemicals,2-Chlorobenzyl cyanide,,140-53-4,Synthesis,91936,100 G,29269000,18,
Fine & Research Chemicals,"1-Chlorobutane, 98% (n-Butyl chloride)",,109-69-3,Synthesis,91984,100 ML,29321300,18,
Fine & Research Chemicals,"1-Chlorobutane, 98% (n-Butyl chloride)",,109-69-3,Synthesis,91984,500 ML,29321300,18,
Fine & Research Chemicals,"2-Chlorobutane, 98% (sec-Butyl chloride)",,78-86-4,Synthesis,91866,100 ML,29031900,18,
Fine & Research Chemicals,2-Chlorobutyric acid,,4170-24-5,Synthesis,92891,25 ML,29239000,18,
Fine & Research Chemicals,4-Chlorobutyryl chloride,,4635-59-0,Synthesis,92004,250 G,29159090,18,
Fine & Research Chemicals,4-Chlorobutyryl chloride,,4635-59-0,Synthesis,92004,1 KG,29159090,18,
Fine & Research Chemicals,"Chlorocyclopentane, 98%",,930-28-9,Synthesis,92037,100 ML,29038980,18,
Fine & Research Chemicals,2-Chloroethanol,,107-07-3,GC,94070,500 ML,29051990,18,
Fine & Research Chemicals,"2-Chloroethanol, 98%",,107-07-3,Synthesis,92464,500 ML,29051990,18,
Fine & Research Chemicals,"2-(2-Chloroethoxy)ethanol, 95%",,628-89-7,LR,92587,500 G,29094400,18,
Fine & Research Chemicals,Chloroform,,67-66-3,HPLC,90013,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,HPLC,90013,1 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,HPLC,90013,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,GC,94035,250 ML,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,GC,94035,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,GC,94035,1 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,DRYSOLV,90899,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,DRYSOLV,90899,1 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,ACS,91634,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,ACS,91634,1 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,ACS,91634,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,MolBio,92618,100 ML,29031300,18,
Fine & Research Chemicals,Chloroform (amylene stabilized),,67-66-3,LN,94257,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform,,67-66-3,LCN™ Tested)94359-2.5,L,,29031300,18,
Fine & Research Chemicals,Chloroform (alcohol stablized),,67-66-3,SG,94113,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform (amylene stabilized),,67-66-3,AR,90291,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform (amylene stabilized),,67-66-3,AR,90291,1 L,29031300,18,
Fine & Research Chemicals,Chloroform (amylene stabilized),,67-66-3,AR,90291,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform (amylene stabilized),,67-66-3,LR,90366,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform (amylene stabilized),,67-66-3,LR,90366,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform (ethanol stabilized),,67-66-3,AR,90140,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform (ethanol stabilized),,67-66-3,AR,90140,1 L,29031300,18,
Fine & Research Chemicals,Chloroform (ethanol stabilized),,67-66-3,AR,90140,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform (ethanol stabilized),,67-66-3,LR,90367,500 ML,29031300,18,
Fine & Research Chemicals,Chloroform (ethanol stabilized),,67-66-3,LR,90367,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform (stabilized),,67-66-3,HPLC,90089,2.5 L,29031300,18,
Fine & Research Chemicals,Chloroform-d,,865-49-6,,94002,25 G,29031300,18,
Fine & Research Chemicals,Chloroform-d,,865-49-6,,94002,100 G,29031300,18,
Fine & Research Chemicals,"Chloroform-d, contains 0.03%(v/v)TMS",,865-49-6,,94001,25 G,29031300,18,
Fine & Research Chemicals,"Chloroform-d, contains 0.03%(v/v)TMS",,865-49-6,,94001,50 G,29031300,18,
Fine & Research Chemicals,"Chloroform-d, contains 0.03%(v/v)TMS",,67-66-3,,94001,100 G,29031300,18,
Fine & Research Chemicals,"4-Chloroiodobenzene, 99%",,637-87-6,Synthesis,92405,25 G,29039990,18,
Fine & Research Chemicals,"4-Chloroiodobenzene, 99%",,637-87-6,Synthesis,92405,100 G,29039990,18,
Fine & Research Chemicals,"Chloroiodomethane, 97%",,593-71-5,Synthesis,92360,25 G,29031900,18,
Fine & Research Chemicals,"Chloroiodomethane, 97%",,593-71-5,Synthesis,92360,100 G,29031900,18,
Fine & Research Chemicals,1-Chloronaphthalene,,90-13-1,LR,93349,500 ML,29039980,18,
Fine & Research Chemicals,Chloroplatinic acid hexahydrate,,18497-13-7,LR,90368,1 G,28439000,18,
Fine & Research Chemicals,"2-Chloropropionyl chloride, 97%",,7623-09-8,Synthesis,93080,500 ML,29159090,18,
Fine & Research Chemicals,Chlorosulphonic acid,,7790-94-5,Synthesis,92045,500 ML,28062000,18,
Fine & Research Chemicals,Chlorosulphonic acid,,7790-94-5,Synthesis,92045,2.5 L,28062000,18,
Fine & Research Chemicals,"Chlorotrimethylsilane, 98%",,75-77-4,Synthesis,90902,1 L,29319000,18,
Fine & Research Chemicals,Cholestrol,,57-88-5,AR,96011,100 G,29061310,18,
Fine & Research Chemicals,"Cholic acid, 98%",,81-25-4,MolBio,92430,25 G,29181930,18,
Fine & Research Chemicals,"Cholic acid, 98%",,81-25-4,MolBio,92430,100 G,29181930,18,
Fine & Research Chemicals,Choline chloride,,67-48-1,LR,93505,1 KG,23099010,0,
Fine & Research Chemicals,Chondroitin sodium sulphate,,9082-07-9,LR,90932,100 G,29420090,18,
Fine & Research Chemicals,Chromium (III) chloride hexahydrate,,10060-12-5,LR,93003,500 G,28273990,18,
Fine & Research Chemicals,Chromium metal powder,,7440-47-3,LR,90370,500 G,81122100,18,
Fine & Research Chemicals,Chromium sulphate basic,,39380-78-4,LR,93572,500 G,28332300,18,
Fine & Research Chemicals,Chromium(III) oxide,,1308-38-9,AR,90142,500 G,28199000,18,
Fine & Research Chemicals,Chromium(III) oxide,,1308-38-9,LR,90371,500 G,28199000,18,
Fine & Research Chemicals,Chromium(VI) oxide,,1333-82-0,AR,90141,500 G,28191000,18,
Fine & Research Chemicals,Chromium(VI) oxide,,1333-82-0,LR,90369,500 G,28191000,18,
Fine & Research Chemicals,Chromotropic acid disodium salt dihydrate,,5808-22-0,AR,91598,25 G,29089990,18,
Fine & Research Chemicals,Cinnamaldehyde,,104-55-2,LR,92570,250 ML,29122910,18,
Fine & Research Chemicals,Cinnamic acid,,140-10-3,LR,93412,500 G,29163910,18,
Fine & Research Chemicals,Citraconic anhydride,,616-02-4,LR,92724,300 ML,29173200,18,
Fine & Research Chemicals,Citric acid anhydrous,,77-92-9,AR,91570,500 G,29181400,18,
Fine & Research Chemicals,Citric acid anhydrous,,77-92-9,LR,90372,500 G,29181400,18,
Fine & Research Chemicals,Citric acid monohydrate,,5949-29-1,AR,90143,500 G,29181400,18,
Fine & Research Chemicals,Citric acid monohydrate,,5949-29-1,LR,90753,500 G,29181400,18,
Fine & Research Chemicals,Cobaltous acetate tetrahydrate,,6147-53-1,LR,90373,500 G,29152300,18,
Fine & Research Chemicals,Cobaltous carbonate,,12602-23-2,LR,93420,100 G,28369990,18,
Fine & Research Chemicals,Cobaltous carbonate,,12602-23-2,LR,93420,250 G,28369990,18,
Fine & Research Chemicals,Cobaltous carbonate,,12602-23-2,LR,93420,500 G,28369990,18,
Fine & Research Chemicals,Cobaltous carbonate,,12602-23-2,LR,93420,1 KG,28369990,18,
Fine & Research Chemicals,Cobaltous chloride hexahydrate,,7791-13-1,AR,91503,500 G,28273400,18,
Fine & Research Chemicals,Cobaltous chloride hexahydrate,,7791-13-1,LR,90374,100 G,28273990,18,
Fine & Research Chemicals,Cobaltous chloride hexahydrate,,7791-13-1,LR,90374,500 G,28273990,18,
Fine & Research Chemicals,Cobaltous nitrate hexahydrate,,10026-22-9,AR,90144,100 G,28342990,18,
Fine & Research Chemicals,Cobaltous nitrate hexahydrate,,10026-22-9,LR,90375,100 G,28342990,18,
Fine & Research Chemicals,Cobaltous nitrate hexahydrate,,10026-22-9,LR,90375,500 G,28342990,18,
Fine & Research Chemicals,Cobaltous oxide,,1307-96-6,LR,90376,500 G,28220010,18,
Fine & Research Chemicals,Cobaltous sulphate heptahydrate,,10026-24-1,LR,90377,100 G,28332990,18,
Fine & Research Chemicals,Cobaltous sulphate heptahydrate,,10026-24-1,LR,90377,500 G,28332990,18,
Fine & Research Chemicals,COD reagent,,7664-93-9,LR,97193,1 L,38220090,12,
Fine & Research Chemicals,Congo red indicator solution,,573-58-0,Indicator,94230,125 ML,38220090,12,
Fine & Research Chemicals,Copper (II) chloride (Cupric chloride anhydrous),,7447-39-4,AR,96087,500 G,28273990,18,
Fine & Research Chemicals,Copper (II) chloride (Cupric chloride anhydrous),,7447-39-4,LR,93098,500 G,28273990,18,
Fine & Research Chemicals,Copper (I)bromide 98%,,7787-70-4,LR,93366,500 G,28275990,18,
Fine & Research Chemicals,Copper metal,,7440-50-8,LR,90383,500 G,28051900,18,
Fine & Research Chemicals,Copper metal powder,,7440-50-8,AR,96035,500 G,74061000,18,
Fine & Research Chemicals,Copper metal powder,,7440-50-8,LR,91846,500 G,74061000,18,
Fine & Research Chemicals,Copper(I) chloride (Cuprous chloride),,7758-89-6,AR,90145,500 G,28276090,18,
Fine & Research Chemicals,Copper(I) chloride (Cuprous chloride),,7758-89-6,LR,90378,500 G,28273940,18,
Fine & Research Chemicals,"Copper(I) iodide, 99%",,7681-65-4,LR,92358,100 G,28274190,18,
Fine & Research Chemicals,"Copper(I) iodide, 99%",,7681-65-4,LR,92358,500 G,28274190,18,
Fine & Research Chemicals,Copper(II) carbonate (Cupric carbonate basic) Copper(II) chloride dihydrate,,12069-69-1,LR,90379,500 G,28369990,18,
Fine & Research Chemicals,(Cupric chloride dihydrate) Copper(II) chloride dihydrate,,10125-13-0,AR,90146,500 G,28273990,18,
Fine & Research Chemicals,(Cupric chloride dihydrate),,10125-13-0,LR,90380,500 G,28273990,18,
Fine & Research Chemicals,Copper(II) nitrate trihydrate,,10031-43-3,LR,93073,500 G,28342990,18,
Fine & Research Chemicals,Copper oxide (Cupric oxide),,1317-38-0,AR,91596,25 G,28255000,18,
Fine & Research Chemicals,Copper oxide (Cupric oxide),,1317-38-0,AR,91596,500 G,28255000,18,
Fine & Research Chemicals,Copper oxide (Cupric oxide) Copper sulphate pentahydrate,,1317-38-0,LR,90381,500 G,28255000,18,
Fine & Research Chemicals,(Cupric sulphate pentahydrate) Copper sulphate pentahydrate,,7758-99-8,AR,90147,500 G,28332500,18,
Fine & Research Chemicals,(Cupric sulphate pentahydrate) Copper sulphate pentahydrate,,7758-99-8,LR,90382,500 G,28332500,18,
Fine & Research Chemicals,(Cupric sulphate pentahydrate),,7758-99-8,LR,90382,5 KG,28332500,18,
Fine & Research Chemicals,"Creatinine anhydrous, 98%",,60-27-5,MolBio,91916,25 G,29333990,18,
Fine & Research Chemicals,"Creatinine anhydrous, 98%",,60-27-5,MolBio,91916,100 G,29333990,18,
Fine & Research Chemicals,"Crotonaldehyde, 98%",,123-73-9,Synthesis,91908,500 ML,29121990,18,
Fine & Research Chemicals,"Crotonic acid, 99%",,107-93-7,Synthesis,92416,500 G,29121990,18,
Fine & Research Chemicals,Crystal violet,,548-62-9,Stain,91791,25 G,32049000,18,
Fine & Research Chemicals,Crystal violet solution,,548-62-9,Stain,94219,125 ML,38220090,18,
Fine & Research Chemicals,"Cyanoacetic acid, 98%",,372-09-8,Synthesis,91932,250 G,29269070,18,
Fine & Research Chemicals,2-Cyanopropan-2-yl dodecyl carbonotrithioate,,870196-83-1,Synthesis,92876,10 G,29309098,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,HPLC,90014,1 L,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,HPLC,90014,2.5 L,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,GC,94049,250 ML,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,GC,94049,500 ML,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,GC,94049,1 L,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,AR,90148,500 ML,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,AR,90148,2.5 L,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,LR,90384,500 ML,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,LR,90384,2.5 L,29021100,18,
Fine & Research Chemicals,Cyclohexane,,110-82-7,LCN™ Tested)94358-2.5,L,,29021100,18,
Fine & Research Chemicals,Cyclohexanone,,108-94-1,AR,90149,500 ML,29142200,18,
Fine & Research Chemicals,Cyclohexanone,,108-94-1,AR,90149,2.5 L,29142200,18,
Fine & Research Chemicals,Cyclohexanone,,108-94-1,LR,90385,500 ML,29142200,18,
Fine & Research Chemicals,Cyclohexanone,,108-94-1,LR,90385,2.5 L,29142200,18,
Fine & Research Chemicals,2-(1-Cyclohexenyl) ethylamine,,3399-73-3,GC,99123,250 ML,29420090,18,
Fine & Research Chemicals,"Cyclohexylamine, 99%",,108-91-8,Synthesis,91941,250 ML,29213010,18,
Fine & Research Chemicals,"Cyclohexylamine, 99%",,108-91-8,Synthesis,91941,1 L,29213010,18,
Fine & Research Chemicals,Cyclopentyl chloride (Chlorocyclopentane),,930-28-9,GC,99126,250 ML,29038900,18,
Fine & Research Chemicals,Cyclopropylamine,,765-30-0,GC,99014,500 ML,29339900,18,
Fine & Research Chemicals,D-(-) Ribose,,50-69-1,MolBio,92634,100 G,29329900,18,
Fine & Research Chemicals,D-(-)-Fructose,,57-48-7,AR,91525,500 G,13023100,18,
Fine & Research Chemicals,D-(-)-Fructose,,57-48-7,LR,90386,100 G,13023100,18,
Fine & Research Chemicals,D-(-)-Fructose,,57-48-7,LR,90386,500 G,13023100,18,
Fine & Research Chemicals,"D-(-)-Tartaric acid D-(-)-a-Phenylglycinol, 98%",,147-71-7,LR,90635,500 G,29181200,18,
Fine & Research Chemicals,"[(R)-(-)-2-Amino-2-phenylethanol] D-(-)-a-Phenylglycinol, 98%",,56613-80-0,MolBio,92280,5 G,29224990,18,
Fine & Research Chemicals,[(R)-(-)-2-Amino-2-phenylethanol],,56613-80-0,MolBio,92280,25 G,29224990,18,
Fine & Research Chemicals,D-(+) Xylose,,58-86-6,AR,91541,500 G,38220090,18,
Fine & Research Chemicals,D-(+)-Galactose,,59-23-4,LR,90649,500 G,29400000,18,
Fine & Research Chemicals,D-(+)-Lactose,,63-42-3,LR,90650,500 G,17021990,18,
Fine & Research Chemicals,D-(+)-Maltose monohydrate,,6363-53-7,LR,90651,100 G,17029010,18,
Fine & Research Chemicals,D-(+)-Trehalose dihydrate,,6138-23-4,LR,93387,500 G,29420090,18,
Fine & Research Chemicals,D-(+)-Trehalose dihydrate,,6138-23-4,MolBio,93387,100 G,29181200,18,
Fine & Research Chemicals,"D-(+)-Tryptophanol, 97%",,52485-52-6,MolBio,92286,1 G,29339900,18,
Fine & Research Chemicals,D-(+)-Xylose,,58-86-6,LR,90653,100 G,38220090,18,
Fine & Research Chemicals,"D-2-Aminobutyric acid, 98%",,2623-91-8,MolBio,92130,1 G,29224990,18,
Fine & Research Chemicals,"D-2-Aminobutyric acid, 98%",,2623-91-8,MolBio,92130,5 G,29224990,18,
Fine & Research Chemicals,"D-Alanine methyl ester hydrochloride, 98%",,14316-06-4,MolBio,92069,25 G,29420090,18,
Fine & Research Chemicals,"D-Alanine, 99%",,338-69-2,MolBio,92068,5 G,29224990,18,
Fine & Research Chemicals,"D-Alanine, 99%",,338-69-2,MolBio,92068,25 G,29224990,18,
Fine & Research Chemicals,"D-Alaninol, 98% [(R)-(-)-2-Amino-1-propanol]",,35320-23-1,MolBio,92270,1 G,29335990,18,
Fine & Research Chemicals,"D-Alaninol, 98% [(R)-(-)-2-Amino-1-propanol]",,35320-23-1,MolBio,92270,5 G,29335990,18,
Fine & Research Chemicals,"D-Arginine monohydrochloride, 98%",,627-75-8,MolBio,92076,1 G,29252990,12,
Fine & Research Chemicals,"D-Arginine monohydrochloride, 98%",,627-75-8,MolBio,92076,5 G,29252990,12,
Fine & Research Chemicals,"D-Arginine, 98%",,157-06-2,MolBio,92075,5 G,29252990,12,
Fine & Research Chemicals,"D-Biotin, 98%",,58-85-5,Synthesis,92451,1 G,29362950,18,
Fine & Research Chemicals,"D-Citrulline, 98% Decaethylene glycol monododecyl ether",,13594-51-9,MolBio,92133,1 G,29241900,18,
Fine & Research Chemicals,(Polyoxyethylene 10 lauryl ether) Decaethylene glycol monododecyl ether,,9002-92-0,Synthesis,93124,500 G,39072090,18,
Fine & Research Chemicals,(Polyoxyethylene 10 lauryl ether),,9002-92-0,Synthesis,93124,1 KG,29094900,18,
Fine & Research Chemicals,Decaline,,91-17-8,LR,92844,500 ML,29021900,18,
Fine & Research Chemicals,1-Decane sulphonic acid sodium salt anhydrous,,13419-61-9,HPLC,90015,25 G,29041090,18,
Fine & Research Chemicals,1-Decane sulphonic acid sodium salt anhydrous 1-Decane sulphonic acid sodium salt,,13419-61-9,HPLC,90015,100 G,29041090,18,
Fine & Research Chemicals,monohydrate 1-Decane sulphonic acid sodium salt,,26942-26-1,HPLC,90016,25 G,29041090,18,
Fine & Research Chemicals,monohydrate,,26942-26-1,HPLC,90016,100 G,29041090,18,
Fine & Research Chemicals,"Decanoic acid, 98%",,334-48-5,Synthesis,92475,100 G,29159070,18,
Fine & Research Chemicals,Denatonium benzoate,,3734-33-6,LR,93131,10 G,29211190,18,
Fine & Research Chemicals,"Dess-Martin periodinane, 97%",,87413-09-0,Synthesis,92395,25 G,29349900,18,
Fine & Research Chemicals,"Dess-Martin periodinane, 97%",,87413-09-0,Synthesis,92395,100 G,29349900,18,
Fine & Research Chemicals,Deuterium oxide (D2O),,7789-20-0,Deuterated,94008,10 ML,28451000,18,
Fine & Research Chemicals,Deuterium oxide (D2O),,7789-20-0,Deuterated,94008,1 ML x 10,28451000,18,
Fine & Research Chemicals,Deuterium oxide (D2O),,7789-20-0,Deuterated,94008,25 ML,28451000,18,
Fine & Research Chemicals,Devarda's alloy,,8049-11-4,AR,91575,1 KG,74032900,18,
Fine & Research Chemicals,Devarda's alloy,,8049-11-4,LR,93025,1 KG,74032900,18,
Fine & Research Chemicals,Dextrin white,,9004-53-9,Synthesis,92894,500 G,35051090,18,
Fine & Research Chemicals,Dextrose anhydrous,,50-99-7,AR,90150,500 G,17023020,18,
Fine & Research Chemicals,Dextrose anhydrous,,50-99-7,LR,90387,500 G,17023020,18,
Fine & Research Chemicals,Dextrose monohydrate,,5996-10-1,LR,90388,500 G,17023020,18,
Fine & Research Chemicals,"D-Glutamic acid, 98%",,6893-26-1,MolBio,92078,5 G,29224990,18,
Fine & Research Chemicals,"D-Glutamine, 99%",,5959-95-5,MolBio,92077,1 G,29224990,18,
Fine & Research Chemicals,"D-Glutamine, 99%",,5959-95-5,MolBio,92077,5 G,29224990,18,
Fine & Research Chemicals,"D-Histidine, 98%",,351-50-8,MolBio,92085,5 G,29339900,18,
Fine & Research Chemicals,"D-Histidine, 98%",,351-50-8,MolBio,92085,25 G,29339900,18,
Fine & Research Chemicals,"D-Homophenylalanine, 98%",,82795-51-5,MolBio,92125,1 G,29224990,18,
Fine & Research Chemicals,"D-Homophenylalanine, 98%",,82795-51-5,MolBio,92125,5 G,29224990,18,
Fine & Research Chemicals,Bis(2-ethylhexyl) phthalate,,117-81-7,AR,92783,25 G,29239000,18,
Fine & Research Chemicals,Diacetin (Mixtures of isomers),,25395-31-7,LR,98072,25 G,29153990,18,
Fine & Research Chemicals,"1,4-Diazabicyclo[2,2,2]octane, 98%",,280-57-9,Synthesis,90988,100 G,29335920,18,
Fine & Research Chemicals,"1,4-Diazabicyclo[2,2,2]octane, 98%",,280-57-9,Synthesis,90988,500 G,29335920,18,
Fine & Research Chemicals,"1,8-Diazabicyclo[5.4.0]undec-7-ene",,6674-22-2,GC,94090,100 ML,29339990,18,
Fine & Research Chemicals,Dibenzothiophene,,132-65-0,LR,92508,100 G,29349900,18,
Fine & Research Chemicals,"1,6-Dibromo-2-naphthol, 97%",,16239-18-2,Synthesis,92484,25 G,29335990,18,
Fine & Research Chemicals,"1,3-Dibromo-5-fluoro-2-iodobenzene, 98%",,62720-29-0,Synthesis,92407,5 G,29039990,18,
Fine & Research Chemicals,"1,2-Dibromobenzene",,583-53-9,LR,93335,100 G,29339900,18,
Fine & Research Chemicals,"1,4-Dibromobenzene",,106-37-6,Synthesis,92024,100 G,29339900,18,
Fine & Research Chemicals,"1,4-Dibromobenzene",,106-37-6,Synthesis,92024,500 G,29339900,18,
Fine & Research Chemicals,"1,4-Dibromobutane, 98%",,110-52-1,Synthesis,91954,250 ML,29033919,18,
Fine & Research Chemicals,"1,2-Dibromoethane, 98%",,106-93-4,Synthesis,91952,500 ML,38220090,18,
Fine & Research Chemicals,"1,2-Dibromoethane, 98%",,106-93-4,Synthesis,91952,1 L,38220090,18,
Fine & Research Chemicals,"1,6-Dibromohexane, 98%",,629-03-8,Synthesis,92020,100 G,29033919,18,
Fine & Research Chemicals,"1,6-Dibromohexane, 98%",,629-03-8,Synthesis,92020,500 G,29033919,18,
Fine & Research Chemicals,"1,5-Dibromopentane, 98%",,111-24-0,Synthesis,91955,100 G,29033919,18,
Fine & Research Chemicals,"1,5-Dibromopentane, 98%",,111-24-0,Synthesis,91955,500 G,29033919,18,
Fine & Research Chemicals,"1,2-Dibromopropane, 97%",,78-75-1,Synthesis,91953,100 G,29033919,18,
Fine & Research Chemicals,"1,3-Dibromopropane, 99%",,109-64-8,Synthesis,90981,1 KG,29033919,18,
Fine & Research Chemicals,Dibutylammonium phosphate (1.0 M) solution,,30044-28-5,Solution,97030,1 L,31054000,18,
Fine & Research Chemicals,Dicalcium phosphate anhydrous,,7757-93-9,LR,93306,100 G,28352690,18,
Fine & Research Chemicals,"2,4-Dichloroaniline",,554-00-7,LR,92524,100 G,29214290,18,
Fine & Research Chemicals,"1,2-Dichlorobenzene",,95-50-1,LR,93229,1 L,29039130,18,
Fine & Research Chemicals,"1,4-Dichlorobutane, 98%",,110-56-5,Synthesis,91983,100 ML,29031900,18,
Fine & Research Chemicals,"1,4-Dichlorobutane, 98%",,110-56-5,Synthesis,91983,500 ML,29031900,18,
Fine & Research Chemicals,Dichlorodimethylsilane,,75-78-5,AR,92506,1 L,29420090,18,
