Section,Product Name,Chemical Name / Description,CAS Number,Grade / Traceability,Product Code,Pack Size,HSN Code,GST %,Other / Notes
Pharmaceutical Impurities,Dolutegravir Impurity C,"(4R,12aS)-N-benzyl-7-hydroxy-4-methyl-6,8-dioxo-3,4,6,8,12,12a- hexahydro-2Hpyrido[1', 2':4,5] pyrazino[2,1-b][1,3]oxazine-9-carboxamide",2244161-71-3,,52261,,,,
Pharmaceutical Impurities,Dolutegravir Enantiomer,"(4S,12aR)-N-[(2,4-Difluorophenyl) methyl]-3,4,6,8,12,12a-hexahydro-7- hydroxy-4-methyl-6,8-dioxo-2H-pyrido[1’,2’:4,5; Dolutegravir (S,R)-Isomer",1309560-49-3,,52262,,,,
Pharmaceutical Impurities,Dolutegravir Sodium,"N-[(2,4-Difluorophenyl)methyl]-3,4,6,8, 12,12a-hexahydro-7-hydroxy- 4-methyl-6,8-dioxo-2H-pyrido[1',2':4,5] pyrazino[2,1-b][1,3]oxazine-9- carboxamide Sodium Salt",1051375-19-9,,52263,,,,
Pharmaceutical Impurities,Dolutegravir Impurity D,"(4R,12aS)-[(2-fluorophenyl)methyl]-7-hydroxy-4-methyl-6,8-dioxo- 3,4,6,8,12,12a-hexahydro-2H-pyrido[1', 2':4,5]pyrazino[2,1-b][1,3]oxazine- 9-carboxamide",1863916-87-3,,52264,,,,
Pharmaceutical Impurities,Dolutegravir Impurity E,"(4R,12aS)-N-[(4-fluorophenyl)methyl]-7-hydroxy-4-methyl-6,8-dioxo- 3,4,6,8,12,12a-hexahydro-2H-pyrido[1',2':4,5]pyrazino[2,1-b][1,3]oxazine- 9-carboxamide; 4-Fluoro Dolutegravir",1863916-88-4,,52265,,,,
Pharmaceutical Impurities,Dolutegravir Impurity F,"(4R,12aS)-N-[(2,6-difluorophenyl)methyl]-7-hydroxy-4-methyl-6,8-dioxo- 3,4,6,8,12, 12a-hexahydro-2Hpyrido[1',2':4,5] pyrazino [2,1-b][1,3] oxazine-9-carboxamide",,,52266,,,,
Pharmaceutical Impurities,Dolutegravir Impurity H,"N-[(2,4-difluorophenyl)methyl]-9-hydroxy-2-[(2R)-4-hydroxybutan-2-yl]- 1,8-dioxo-2,8-dihydro-1H-pyrido[1,2-a]pyrazine-7-carboxamide",1973402-10-6,,52267,,,,
Pharmaceutical Impurities,Dolutegravir Impurity J,"(4R,12aS)-7-(benzyloxy)-N-(2,4-difluorobenzyl)-4-methyl-6,8-dioxo- 3,4,6,8,12,12a-hexahydro-2H-pyrido[1',2':4, 5]pyrazino[2,1-b][1,3] oxazine-9-carboxamide",1206102-11-5,,52268,,,,
Pharmaceutical Impurities,Dolutegravir Impurity K,"(3R)-3-(7-{[(2,4-difluorophenyl)methyl] carbamoyl}-9-hydroxy-1,8-dioxo- 1,8-dihydro-2H-pyrido[1,2-a]pyrazin-2-yl)butyl [(2,4-difluorophenyl) methyl] carbamate",2244161-73-5,,52269,,,,
Pharmaceutical Impurities,Dolutegravir Impurity L API : Domperidone,"(4R,12aS)-N-(2,4-difluorobenzyl)-7-((2,4-difluorobenzyl)amino)-4- methyl-6,8-dioxo-3,4,6,8,12,12a-hexahydro-2H-pyrido [1',2':4,5] pyrazino[2,1-b][1,3]oxazine-9-carboxamide",,,52270,,,,
Pharmaceutical Impurities,Domperidone EP Impurity A,5-Chloro-1-(piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one,53786-28-0,,52281,,,,
Pharmaceutical Impurities,Domperidone EP Impurity B,"4-(5-Chloro-2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)-1-formylpiperidine",1346598-11-5,,52282,,,,
Pharmaceutical Impurities,Domperidone EP Impurity C,"cis-4-(5-Chloro-2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)-1-[3-(2-oxo- 2,3-dihydro-1H-benzimidazol-1-yl)propyl]piperidine 1-oxide",118435-03-3,,52283,,,,
Pharmaceutical Impurities,Domperidone EP Impurity D,"5-Chloro-3-[3-(2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)propyl]-1-[1-[3- (2-oxo-2,3-dihydro-1H-benzimidazol-1-yl) propyl]piperidin-4-yl]- 1,3-dihydro-2H-benzimidazol-2-one",1614255-34-3,,52284,,,,
Pharmaceutical Impurities,Domperidone EP Impurity F,"1,3-bis[3-[4-(5-Chloro-2-oxo-2,3-dihydro-1H-benzimidazol-1-yl) piperidin-1-yl] propyl]-1,3-dihydro-2H-benzimidazol-2-one",1391053-55-6,,52285,,,,
Pharmaceutical Impurities,"Donepezil Benzyl 1,","1, 1-Dibenzyl-4-[(5,6-dimethoxy-1-oxo-2,3- dihydro-1H- inden-2-yl) methyl] piperidinium bromide",844694-85-5,,52296,,,,
Pharmaceutical Impurities,Donepezil N-Oxide (RS)-2-[(1-Benzyl-4-piperidyl),"(RS)-2-[(1-Benzyl-4-piperidyl) methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one",120013-84-5,,52297,,,,
Pharmaceutical Impurities,"Dehydrodeoxy Donepezil 1-Benzyl-4-[5,6-dimethoxy-1H-inden-2-yl)-methyl]piperidine","1-Benzyl-4-[5,6-dimethoxy-1H-inden-2-yl)-methyl]piperidine",120013-45-8,,52298,,,,
Pharmaceutical Impurities,"Donepezil Impurity C (2R)-2-[(S)-(1-Benzylpiperidin-4-yl)(hydroxy)methyl]-5,6-dimethoxy- API : Doripenem","(2R)-2-[(S)-(1-Benzylpiperidin-4-yl)(hydroxy)methyl]-5,6-dimethoxy- 2,3-dihydro-1H-inden-1-one",2452407-76-8,,52299,,,,
Pharmaceutical Impurities,"Doripenem Working (4R,5S,6S)-6-((R)-1-hydroxyethyl)-4-methyl-7-oxo-3-(((3S,5S)- API : Dosulepin","(4R,5S,6S)-6-((R)-1-hydroxyethyl)-4-methyl-7-oxo-3-(((3S,5S)- 5-((sulfamoylamino)methyl)pyrrolidin-3-yl)thio)-1-azabicyclo [3.2.0]hept-2-ene-2-carboxylic acid",148016-81-3,,52311,,,,
Pharmaceutical Impurities,"Dosulepin EP Impurity B 6,11-Dihydrodibenzo[b,e]thiepin-11-one API : Doxazosin","6,11-Dihydrodibenzo[b,e]thiepin-11-one",1531-77-7,,52321,,,,
Pharmaceutical Impurities,"Doxazosin EP Impurity D; 6,7-Dimethoxyquinazoline-2,4(1H,3H)-dione Doxazosin USP Related Compound B API : Duloxetine","6,7-Dimethoxyquinazoline-2,4(1H,3H)-dione",28888-44-0,,52331,,,,
Pharmaceutical Impurities,Duloxetine EP Impurity D 1-Hydroxynaphthalene API : Dutasteride,1-Hydroxynaphthalene,90-15-3,,52341,,,,
Pharmaceutical Impurities,"Dutasteride Working N-[2,5-Bis(trifluoromethyl)phenyl]-3-oxo-4-aza-5a-androst-1-ene-","N-[2,5-Bis(trifluoromethyl)phenyl]-3-oxo-4-aza-5a-androst-1-ene- 7b-carboxamide",164656-23-9,,52351,,,,
Pharmaceutical Impurities,Dutasteride EP Impurity A 3-Oxo-4-aza-5a-androst-1-ene-17b-carboxylic,3-Oxo-4-aza-5a-androst-1-ene-17b-carboxylic acid; Finasteride Carboxylic Acid; Dutasteride Carboxylic Acid,104239-97-6,,52352,,,,
Pharmaceutical Impurities,"Dutasteride EP Impurity B N,N-Dimethyl-3-oxo-4-aza-5a-androst-1-ene-17b-carboxamide;","N,N-Dimethyl-3-oxo-4-aza-5a-androst-1-ene-17b-carboxamide; Dutasteride Dimethylamide",,,52353,,,,
Pharmaceutical Impurities,Dutasteride EP Impurity C Ethyl,Ethyl 3-oxo-4-aza-5a-androst-1-ene-17b-carboxylate; Dutasteride Ethyl Ester,157307-36-3,,52354,,,,
Pharmaceutical Impurities,"Dihydro Dutasteride (5a,17b)-N-[2,5-Bis","(5a,17b)-N-[2,5-Bis (trifluoromethyl)phenyl]-3-oxo-4-azaandrostane- 17-carboxamide",164656-22-8,,52355,,,,
Pharmaceutical Impurities,"Chlorodutasteride; (4aR,4bS,6aS,7S,9aS,9bS,11aR)-N-[2,5-Bis(trifluoromethyl)phenyl]-4- API : Ebastine","(4aR,4bS,6aS,7S,9aS,9bS,11aR)-N-[2,5-Bis(trifluoromethyl)phenyl]-4- chlorohexadecahydro-4a,6a-dimethyl-2-oxo-1H-indeno [5,4-f]quinoline-7-carboxamide",1365545-42-1,,52356,,,,
Pharmaceutical Impurities,Ebastine Impurity A Benzhydrol; API : Empagliflozin,Benzhydrol; Diphenyl methanol,91-01-0,,52367,,,,
Pharmaceutical Impurities,"Empagliflozin Impurity (2S,3R,4R,5S,6R)-2-(4-Chloro-3-(4-((S)-tetrahydrofuran-3-yloxy)benzyl)","(2S,3R,4R,5S,6R)-2-(4-Chloro-3-(4-((S)-tetrahydrofuran-3-yloxy)benzyl) phenyl)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",864070-44-0,,52377,,,,
Pharmaceutical Impurities,Empagliflozin Sulfonate (R)-Tetrahydrofuran-3-yl Impurity API : Epinephrine,(R)-Tetrahydrofuran-3-yl benzenesulfonate,2514922-33-7,,52378,,,,
Pharmaceutical Impurities,N-Methyldopamine Deoxyepinephrine,Deoxyepinephrine hydrochloride; 4-[2-(Methylamino)ethyl]benzene-,501-15-5,,52387,,,,
Pharmaceutical Impurities,rac-Adrenaline N-Benzyl,"N-Benzyl Epinephrine HCl; 4-[2-[benzyl(methyl)amino]-1-hydroxyethyl] benzene-1,2-diol Hydrochloride (free base)",1095714-91-2,,52388,,,,
Pharmaceutical Impurities,"Methoxy Adrenaline 4-[1-Methoxy-2-(methylamino)ethyl]-1,2-benzenediol Hydrochloride","4-[1-Methoxy-2-(methylamino)ethyl]-1,2-benzenediol Hydrochloride",74571-90-7,,52389,,,,
Pharmaceutical Impurities,"Epinephrine 1-(3,4-Dihydroxyphenyl)-2-(methylamino)","1-(3,4-Dihydroxyphenyl)-2-(methylamino) ethane-1-sulfonic acid; 3,4-Dihydroxy-alpha-[(methylamino)methyl]benzenemethanesulfonic acid",26405-77-6,,52390,,,,
Pharmaceutical Impurities,Phenylephrine HCl (R)-3-(1-Hydroxy-2-(methylamino)ethyl)phenol API : Ertapenem Sodium,(R)-3-(1-Hydroxy-2-(methylamino)ethyl)phenol hydrochloride,61-76-7,,52391,,,,
Pharmaceutical Impurities,"Ertapenem Sodium (4R,5S,6S)-3-[(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl] API : Erythromycin","(4R,5S,6S)-3-[(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl] sulfanyl-6-(1-hydroxyethyl)-4-methyl-7-oxo-1-azabicyclo[3.2.0] hept-2-ene-2-carboxylic acid sodium",153832-46-3,,52402,,,,
Pharmaceutical Impurities,"Erythromycin B (3R,4S,5S,6R,7R,9R,11R,12S,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-O-","(3R,4S,5S,6R,7R,9R,11R,12S,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-O- methyl-a-L-ribo-hexopyranosyl)oxy]-14-ethyl-7,13-dihydroxy-3,5,7,9,11, 13-hexamethyl-6-[(3,4,6-trideoxy-3-dimethylamino-b-D-xylo- hexopyranosyl)-oxy]oxacyclotetradecane-2,10-dione; Erythromycin 12- Deshydroxy Impurity; 12-Deoxy Erythromycin",527-75-3,,52412,,,,
Pharmaceutical Impurities,"Erythromycin C (3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-","(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3- hydroxy-a-L-ribo-hexopyranosyl)oxy]-14-ethyl-7,12,13-trihydroxy-3,5,7,9, 11,13-hexamethyl-6-[(3,4,6-trideoxy-3-dimethylamino-b-D-xylo- hexopyranosyl)-oxy]oxacyclotetradecane-2,10-dione; 3-O-Desmethyl Erythromycin",1675-02-1,,52413,,,,
Pharmaceutical Impurities,"Erythromycin EP (1S,2R,3R,4S,5R,8R,9S,10S,11R,12R,14R)-9-[(2,6-Dideoxy-3-C-methyl-3-O-","(1S,2R,3R,4S,5R,8R,9S,10S,11R,12R,14R)-9-[(2,6-Dideoxy-3-C-methyl-3-O- methyl-a-L-ribo-hexopyranosyl)oxy]-5-ethyl-3-hydroxy-2,4,8,10,12,14- hexamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-b-D-xylo- hexopyranosyl]oxy]-6,15,16 trioxatricyclo[10.2.1.11,4]hexadecan-7-one; Anhydroerythromycin A",23893-13-2,,52414,,,,
Pharmaceutical Impurities,"Erythromycin EP (2R,3R,4S,5R,8R,9S,10S,11R,12R)-9-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-","(2R,3R,4S,5R,8R,9S,10S,11R,12R)-9-[(2,6-Dideoxy-3-C-methyl-3-O-methyl- a-L-ribo-hexopyranosyl)oxy]-5-ethyl-3,4-dihydroxy-2,4,8,10,12,14- hexamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-b-D-xylohex- opyranosyl]oxy]-6,15-dioxabicyclo[10.2.1]pentadec-1(14)-en-7-one; Erythromycin A Enol Ether",33396-29-1,,52415,,,,
Pharmaceutical Impurities,"Erythromycin EP (2R,3R,6R,7S,8S,9R,10R)-7-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-a-L-ribo-","(2R,3R,6R,7S,8S,9R,10R)-7-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-a-L-ribo- hexopyranosyl)oxy]-3-[(1R,2R)-1,2-dihydroxy-1-methylbutyl]-2,6,8,10,12- pentamethyl-9-[[3,4,6-trideoxy-3-(dimethylamino)-b-D-xylohexopyranosyl]oxy]- 4,13-dioxabicyclo[8.2.1 ]tridec-1(12)-en-5-one; Pseudoerythromycin A Enol Ether",105882-69-7,,52416,,,,
Pharmaceutical Impurities,Erythromycin EP Ethyl,"Ethyl 4-(((2S,3R,4S,6R)-2-(((3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-14-ethyl- 7,12,13-trihydroxy-4-(((2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6- dimethyltetrahydro-2H-pyran-2-yl)oxy)-3,5,7,9,11,13-hexamethyl- 2,10-dioxooxacyclotetradecan-6-yl)oxy)-3-hydroxy-6-methyltetrahydro- 2H-pyran-4-yl)(methyl)amino)-4-oxobutanoate ; Erythromycin Ethylsuccinate EP Impurity G",,,52417,,,,
Pharmaceutical Impurities,"Erythromycin EP (3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-O-","(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-O- methyl-a-L-ribo-hexopyranosyl)oxy]-14-ethyl-7,12,13-trihydroxy-3,5,7,9, 11,13-hexamethyl-6-[[3,4,6-trideoxy-3-(dimethylamino)-ß-D- xylohexopyranosyl]oxy]oxacyclotetradecane-2,10-dione N-oxide; Erythromycin A N-oxide",992-65-4,,52418,,,,
Pharmaceutical Impurities,"Erythromycin EP (1S,4S,5R,8R,9S,10S,11R,12R,14R)-5-Ethyl-9-hydroxy-2,4,8,10,12,14-","(1S,4S,5R,8R,9S,10S,11R,12R,14R)-5-Ethyl-9-hydroxy-2,4,8,10,12,14- hexamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-ß-D-xylo- hexopyranosyl]oxy]-6,15,16-trioxatricyclo[10.2.1.11,4]hexadec-2-en-7-one",546-57-6,,52419,,,,
Pharmaceutical Impurities,"Erythromycin EP (1RS,2R,3R,6R,7S,8S,9R,10R,12R)-7-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-","(1RS,2R,3R,6R,7S,8S,9R,10R,12R)-7-[(2,6-Dideoxy-3-C-methyl-3-O-methyl- a-L-ribo-hexopyranosyl)oxy]-3-[(1R,2R)-1,2-dihydroxy-1-methylbutyl]- 1-hydroxy-2,6,8,10,12-pentamethyl-9-[[3,4,6-trideoxy-3-(dimethylamino)- ß-D-xylo-hexopyranosyl]oxy]-4,13-dioxabicyclo[8.2.1]tridecan-5- one; Pseudoerythromycin A Hemiketal",105900-46-7,,52420,,,,
Pharmaceutical Impurities,"Erythromycin EP (3R,4S,5S,6R,7R,9R,11R,12S,13R,14R)-4-[(2,6-Dideoxy-3-C-methyl-a-L-","(3R,4S,5S,6R,7R,9R,11R,12S,13R,14R)-4-[(2,6-Dideoxy-3-C-methyl-a-L- ribo-hexopyranosyl)oxy]-14-ethyl-7,12-dihydroxy-3,5,7,9,11,13- hexamethyl-6-[[3,4,6-trideoxy-3-(dimethylamino)-ß-D-xylohexopyranosyl] oxy] oxacyclotetradecane-2,10-dione; Erythromycin D",33442-56-7,,52421,,,,
Pharmaceutical Impurities,"Erythromycin EP (3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-O-","(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3-C-methyl-3-O- methyl-a-L-ribo-hexopyranosyl)oxy]-14-ethyl-7,12,13-trihydroxy-3,5,7,9, 11,13-hexamethyl-6-[[3,4,6-trideoxy-3-(formylmethylamino)-ß-D- xylohexopyranosyl]oxy]oxacyclotet-radecane-2,10-dione; N-Demethyl-N-Formyl Erythromycin A",127955-44-6,,52422,,,,
Pharmaceutical Impurities,"Erythromycin EP (3R,4S,5S,6R,7R,9R,11R,12S,13R,14R)-14-Ethyl-4,6,7,12-tetrahydroxy-","(3R,4S,5S,6R,7R,9R,11R,12S,13R,14R)-14-Ethyl-4,6,7,12-tetrahydroxy- 3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione;Erythronolide B",3225-82-9,,52423,,,,
Pharmaceutical Impurities,"Erythromycin EP (3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3C-methyl-3-O-","(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(2,6-Dideoxy-3C-methyl-3-O- methyl-a-L-ribo-hexopyranosyl)oxy]-14-ethyl-7,12,13-trihydroxy-3- (hydroxymethyl)-5,7,9,11,13-pentamethyl-6-[[3,4,6-trideoxy-3- (dimethylamino)-b-D-xylo-hexopyranosyl]oxy] oxacyclotetradecane-2,10- dione; Erythromycin A; 2-Hydroxymethyl Analog; Erythromycin F",82230-93-1,,52424,,,,
Pharmaceutical Impurities,"Erythromycin EP (2S,4aR,4’R,5’S,6’S,7R,8S,9R,10R,12R,14R,15R,16S)-7-Ethyl-5’,8,9,14- API : Escitalopram","(2S,4aR,4’R,5’S,6’S,7R,8S,9R,10R,12R,14R,15R,16S)-7-Ethyl-5’,8,9,14- tetrahydroxy-4’-methoxy-4’,6’,8,10,12,14,16-heptamethyl-15-[[3,4,6-trideoxy- 3-(dimethylamino)-b-D-xylo-hexopyranosyl]oxy]hexadecahyd-rospiro[5H,11H- 1,3-dioxino[5,4c]oxacyclot-etradecin-2,2’-pyrane]-5,11-dione; Erythromycin E",41451-91-6,,52425,,,,
Pharmaceutical Impurities,Escitalopram Impurity I 4-[(1Z)-4-(Dimethylamino)-1-(4-fluorophenyl)but-1-en-1-yl]-3- API : Esomeprazole,4-[(1Z)-4-(Dimethylamino)-1-(4-fluorophenyl)but-1-en-1-yl]-3- (hydroxymethyl)benzonitrile; Escitalopram Olefinic Impurity,370643-22-3,,52437,,,,
Pharmaceutical Impurities,"Esomeprazole Impurity 2-(Chloromethyl)-3,5-dimethylpyridine API : Etilefrine","2-(Chloromethyl)-3,5-dimethylpyridine hydrochloride",73590-93-9,,52447,,,,
Pharmaceutical Impurities,Etilefrine EP Impurity E 3'-Hydroxyacetophenone API : Estradiol,3'-Hydroxyacetophenone,121-71-1,,52457,,,,
Pharmaceutical Impurities,"Estradiol EP Impurity A 3-Hydroxyestra-1,3,5(10)-trien-17-one;","3-Hydroxyestra-1,3,5(10)-trien-17-one; Estrone; Estriol EP Impurity B",53-16-7,,52468,,,,
Pharmaceutical Impurities,"Estradiol EP Impurity B Estra-1,3,5(10)-triene-3,17b-diol;","Estra-1,3,5(10)-triene-3,17b-diol; 17b-Estradiol; Ethinylestradiol EP Impurity L",57-91-0,,52469,,,,
Pharmaceutical Impurities,"Estradiol USP Related Estra-1,3,5(10),6-tetraene-3,17b-diol;","Estra-1,3,5(10),6-tetraene-3,17b-diol; (17b)-Estra-1,3,5(10),6-tetraene- 3,17-diol; 6,7-Dehydro Estradiol",7291-41-0,,52470,,,,
Pharmaceutical Impurities,"Estradiol USP Related 3,17b-Dihydroxyestra-1,3,5(10)-trien-6-one; Compound C","3,17b-Dihydroxyestra-1,3,5(10)-trien-6-one; 6-Keto Estradiol",571-92-6,,52471,,,,
Pharmaceutical Impurities,"Estradiol EP Impurity D Estra-1,3,5(10),9(11)-tetraene-3,17b-diol;","Estra-1,3,5(10),9(11)-tetraene-3,17b-diol; 9,11-Dehydroestradiol",791-69-5,,52472,,,,
Pharmaceutical Impurities,"6b-Hydroxy 17b-Estradiol Estra-1,3,5(10)-triene-3,6b,17b-triol;","Estra-1,3,5(10)-triene-3,6b,17b-triol; 6b-Hydroxyestradiol",3583-03-7,,52473,,,,
Pharmaceutical Impurities,"6a-Hydroxy 17b-Estradiol Estra-1,3,5(10)-triene-3,6a,17b-triol;","Estra-1,3,5(10)-triene-3,6a,17b-triol; 6a-Hydroxyestradiol",1229-24-9,,52474,,,,
Pharmaceutical Impurities,"Estradiol 17-Desoxy (8S,9S,13S,14S)-13-methyl-7,8,9,11,12,13,14,15,16,17-decahydro-6H- API : Ethinylestradiol","(8S,9S,13S,14S)-13-methyl-7,8,9,11,12,13,14,15,16,17-decahydro-6H- cyclopenta[a]phenanthren-3-ol",53-63-4,,52475,,,,
Pharmaceutical Impurities,"17a-Ethinylestradiol (17a)-19-Norpregna-1,3,5(10)-trien-20-yne-3,17-diol","(17a)-19-Norpregna-1,3,5(10)-trien-20-yne-3,17-diol",57-63-6,,52487,,,,
Pharmaceutical Impurities,"Ethinylestradiol USP 19-Nor-17a-pregna-1,3,5(10),9(11)-tetraen-20-yne-3,17-diol;","19-Nor-17a-pregna-1,3,5(10),9(11)-tetraen-20-yne-3,17-diol; 9,11- Dehydro Ethynyl Estradiol; Ethinylestradiol EP Impurity B",1231-96-5,,52488,,,,
Pharmaceutical Impurities,"Ethinylestradiol EP 19-Nor-17a-pregna-1,3,5(10)-trien-20-yne-3,6a,17-triol;","19-Nor-17a-pregna-1,3,5(10)-trien-20-yne-3,6a,17-triol; 6a-Hydroxy- ethinylestradiol",27521-34-2,,52489,,,,
Pharmaceutical Impurities,"Ethinylestradiol EP 19-Nor-17a-pregna-1,3,5(10)-trien-20-yne-3,6b,17-triol;","19-Nor-17a-pregna-1,3,5(10)-trien-20-yne-3,6b,17-triol; 6b-Hydroxy- ethinylestradiol",56324-28-8,,52490,,,,
Pharmaceutical Impurities,"Ethinylestradiol EP 3,17-Dihydroxy-19-nor-17a-pregna-1,3,5(10)-trien-20-yn-6-one;","3,17-Dihydroxy-19-nor-17a-pregna-1,3,5(10)-trien-20-yn-6-one; 6-Oxo- ethinylestradiol; Ethinylestradiol USP Related Compound A",38002-18-5,,52491,,,,
Pharmaceutical Impurities,"Ethinylestradiol EP 3,17-Dihydroxy-19-nor-17a-pregna-1,3,5(10)-trien-20-yn-16-one;","3,17-Dihydroxy-19-nor-17a-pregna-1,3,5(10)-trien-20-yn-16-one; 16-Oxo-ethinylestradiol",1350468-76-6,,52492,,,,
Pharmaceutical Impurities,Ethinylestradiol EP API : Estradiol valerate,"19-Nor-17a-pregna-1,3,5(10),6-tetraen-20-yne-3,17-diol; 6,7-Dehydro Ethynyl Estradiol",67703-68-8,,52493,,,,
Pharmaceutical Impurities,b-Estradiol 17-Valerate,"(17b)-Estra-1,3,5(10)-triene-3,17-diol 17-Pentanoate -3-Hydroxy-17b- valeroyloxye-stra-1,3,5(10)-triene; Estradiol 17-Valerate",979-32-8,,52507,,,,
Pharmaceutical Impurities,Estradiol Valerate EP,"Estra-1,3,5(10)-triene-3,17b-diol; Ethinylestradiol EP Impurity C; 17b-Estradiol; Estradiol; Ethinylestradiol EP Impurity D",50-28-2,,52508,,,,
Pharmaceutical Impurities,Estradiol 3-Valerate; Estradiol Valerate EP Impurity B,"17b-Hydroxyestra-1,3,5(10)-trien-3-yl pentanoate",21881-45-8,,52509,,,,
Pharmaceutical Impurities,Estradiol Valerate EP,"3-Hydroxyestra-1,3,5(10),9(11)-tetraen-17b-yl pentanoate; 9,11- Dehydroestradiol 17-Valerate",95959-20-9,,52510,,,,
Pharmaceutical Impurities,Estradiol Valerate EP Impurity,"F 3-Hydroxyestra-1,3,5(10)-trien-17b-yl butanoate; Estradiol Butyrate",18069-79-9,,52511,,,,
Pharmaceutical Impurities,Estradiol Valerate,"(6a,17b)-Estra-1,3,5(10)-triene-3,6-17-triol 17-Pentanoate; 6a-Hydroxy- 17b-estradiol 17-Valerate",1313382-26-1,,52512,,,,
Pharmaceutical Impurities,Estradiol Divalerate,"(6a,17b)-Estra-1,3,5(10)-triene-3,6,17-triol 3,17-Dipentanoate; (6a,17b)- Estratriol 3,17-Dipentanoate",1350468-75-5,,52513,,,,
Pharmaceutical Impurities,Estradiol Divalerate 6-Keto Impurity,"(17b)-3,17-Bis[(1-Oxopentyl)oxy]-estra-1,3,5(10)-trien-6-one",1350468-78-8,,52514,,,,
Pharmaceutical Impurities,Estradiol Valerate 6-Keto Impurity,6-Oxo-17b-estradiol 17-Valerate,1313382-51-2,,52515,,,,
Pharmaceutical Impurities,Estradiol Valerate,"(6b,17b)-Estra-1,3,5(10)-triene-3,6,17-triol 17-Pentanoate; 6b-Hydroxy- 17b-estradiol 17-Valerate",1313382-32-9,,52516,,,,
Pharmaceutical Impurities,"Estradiol Divalerate; Estradiol 3,17-Divalerate API : Ezetimibe","(17b)-Estra-1,3,5(10)-triene-3,17-diol 3,17-Dipentanoate",63042-28-4,,52517,,,,
Pharmaceutical Impurities,Hydroxy Benzylated,"4'-O-Benzyloxy ezetimibe; (3R,4S)-3-[(3S)-3-(4-Fluorophenyl)-3- hydroxypropyl]-4-(4-hydroxyphenyl)-1-phenyl-2-azetidinone",163222-32-0,,52527,,,,
Pharmaceutical Impurities,Ezetimibe Impurity,(S)-4-Phenyl-2-oxazolidinone,99395-88-7,,52528,,,,
Pharmaceutical Impurities,Ezetimibe-Impurity F,"(3R,4S)-3-[((S)-3-(4-Fluorophenyl)-3-hydroxypropyl)- 4-(4-hydroxyphenyl)]-1-phenylazetidin-2-one",302781-98-2,,52529,,,,
Pharmaceutical Impurities,O-Fluorobenzene ezetimibe,"(3R,4S)-1-(4-fluorophenyl)-3-[((S)-3-(2-fluorophenyl)-3-hydroxypropyl)]- 4-(4-hydroxyphenyl)azetidin-2-one",1798008-25-9,,52530,,,,
Pharmaceutical Impurities,Ezetimibe m-fluoro,"(3R,4S)-1-(3-Fluorophenyl)-3-((S)-3-(4-fluorophenyl)-3-hydroxypropyl)- 4-(4-hydroxyphenyl)azetidin-2-one",1700622-06-5,,52531,,,,
Pharmaceutical Impurities,Ezetimibe Impurity D,"(3R,4S)-1-(4-Fluorophenyl)-3-[3-(4-fluorophenyl)-3-oxopropyl]-4- (4-hydroxyphenyl)]-2-azetidinone",191330-56-0,,52532,,,,
Pharmaceutical Impurities,Ezetimibe Trihydroxy,(4S)-1-(4-Fluorophenyl)-3-((S)-3-(4-fluorophenyl)-3-hydroxypropyl)-4- (4-hydroxyphenyl)azetidin-2-ol,,,52533,,,,
Pharmaceutical Impurities,Ezetimibe,"(2R,3R,6S)-N,6-Bis(4-fluorophenyl) tetrahydro-2-(4-hydroxyphenyl)-2H- pyran-3-carboxamide",1296129-15-1,,52534,,,,
